S.No.,indicator code,Indicators, sub indicators,NFHS-5 (2019-20),,,NFHS-4 2015-16,STATE/UT
,,,,Urban,Rural,Total,Total,
3600,63.,Child Vaccinations and Vitamin A Supplementation,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),32.7,35.9,35.2,na,Madhya Pradesh
3602,64.,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),73.5,70.1,70.9,na,Madhya Pradesh
3603,65.,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),86.2,84.7,85.0,56.3,Madhya Pradesh
3604,66.,Child Vaccinations and Vitamin A Supplementation,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),78.4,77.9,78.1,66.2,Madhya Pradesh
3605,67.,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a public health facility (%),95.1,99.3,98.4,95.7,Madhya Pradesh
3606,68.,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a private health facility (%),4.4,0.3,1.2,3.7,Madhya Pradesh
3607,69.,Treatment of Childhood Diseases (children under age 5 years),Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.2,6.2,6.4,9.5,Madhya Pradesh
3608,70.,Treatment of Childhood Diseases (children under age 5 years),Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%) ,67.6,64.4,65.2,55.2,Madhya Pradesh
3609,71.,Treatment of Childhood Diseases (children under age 5 years),Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),36.9,35.1,35.6,26.6,Madhya Pradesh
3610,72.,Treatment of Childhood Diseases (children under age 5 years),Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%) ,68.6,64.6,65.6,68.2,Madhya Pradesh
3611,73.,Treatment of Childhood Diseases (children under age 5 years),Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.2,2.5,2.6,2.1,Madhya Pradesh
3612,74.,Treatment of Childhood Diseases (children under age 5 years),Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),69.6,62.4,64.3,70.9,Madhya Pradesh
3613,75.,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth (%),36.2,42.8,41.3,34.4,Madhya Pradesh
3614,76.,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed (%),68.8,75.2,74.0,58.2,Madhya Pradesh
3615,77.,Child Feeding Practices and Nutritional Status of Children,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),42.7,38.5,39.5,38.1,Madhya Pradesh
3616,78.,Child Feeding Practices and Nutritional Status of Children,Breastfeeding children age 6-23 months receiving an adequate diet (%),11.2,8.9,9.4,6.9,Madhya Pradesh
3617,79.,Child Feeding Practices and Nutritional Status of Children,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),7.7,7.6,7.7,4.9,Madhya Pradesh
3618,80.,Child Feeding Practices and Nutritional Status of Children,Total children age 6-23 months receiving an adequate diet (%),10.6,8.7,9.2,6.6,Madhya Pradesh
3619,81.,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (height-for-age) (%),30.1,37.3,35.7,42.0,Madhya Pradesh
3620,82.,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weight-for-height) (%),19.9,18.7,19.0,25.8,Madhya Pradesh
3621,83.,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weight-for-height) (%),7.0,6.3,6.5,9.2,Madhya Pradesh
3622,84.,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weight-for-age) (%),28.6,34.2,33.0,42.8,Madhya Pradesh
3623,85.,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weight-for-height) (%),1.8,2.1,2.0,1.7,Madhya Pradesh
3624,86.,Nutritional Status of Adults (age 15-49 years),Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),17.1,25.2,23.0,28.4,Madhya Pradesh
3625,87.,Nutritional Status of Adults (age 15-49 years),Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),17.7,21.8,20.8,28.4,Madhya Pradesh
3626,88.,Nutritional Status of Adults (age 15-49 years),Women who are overweight or obese (BMI ≥25.0 kg/m2) (%),26.0,13.0,16.6,13.6,Madhya Pradesh
3627,89.,Nutritional Status of Adults (age 15-49 years),Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),25.7,12.1,15.6,10.9,Madhya Pradesh
3628,90.,Nutritional Status of Adults (age 15-49 years),Women who have high risk waist-to-hip ratio (≥0.85) (%),42.0,39.9,40.5,na,Madhya Pradesh
3629,91.,Nutritional Status of Adults (age 15-49 years),Men who have high risk waist-to-hip ratio (≥0.90) (%),39.8,38.8,39.1,na,Madhya Pradesh
3630,92.,Anaemia among Children and Adults,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),72.5,72.7,72.7,68.9,Madhya Pradesh
3631,93.,Anaemia among Children and Adults,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),51.7,55.9,54.7,52.4,Madhya Pradesh
3632,94.,Anaemia among Children and Adults,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),45.1,54.9,52.9,54.6,Madhya Pradesh
3633,95.,Anaemia among Children and Adults,All women age 15-49 years who are anaemic (%),51.5,55.8,54.7,52.5,Madhya Pradesh
3634,96.,Anaemia among Children and Adults,All women age 15-19 years who are anaemic (%),57.4,58.3,58.1,53.2,Madhya Pradesh
3635,97.,Anaemia among Children and Adults,Men age 15-49 years who are anaemic (<13.0 g/dl) (%),21.0,22.9,22.4,25.5,Madhya Pradesh
3636,98.,Anaemia among Children and Adults,Men age 15-19 years who are anaemic (<13.0 g/dl) (%),31.0,30.3,30.5,36.5,Madhya Pradesh
3637,99.,Blood Sugar Level among Adults (age 15 years and above) - Women,Blood sugar level - high (141-160 mg/dl) (%) - Women,5.4,5.2,5.3,na,Madhya Pradesh
3638,100.,Blood Sugar Level among Adults (age 15 years and above) - Women,Blood sugar level - very high (>160 mg/dl) (%) - Women,4.9,3.6,3.9,na,Madhya Pradesh
3639,101.,Blood Sugar Level among Adults (age 15 years and above) - Women,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%) - Women,11.2,9.4,9.8,na,Madhya Pradesh
3640,102.,Blood Sugar Level among Adults (age 15 years and above) - Men,Blood sugar level - high (141-160 mg/dl) (%) - Men,6.2,6.7,6.6,na,Madhya Pradesh
3641,103.,Blood Sugar Level among Adults (age 15 years and above) - Men,Blood sugar level - very high (>160 mg/dl) (%) - Men,5.9,4.6,4.9,na,Madhya Pradesh
3642,104.,Blood Sugar Level among Adults (age 15 years and above) - Men,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%) - Men,13.1,11.9,12.2,na,Madhya Pradesh
3643,105.,Hypertension among Adults (age 15 years and above) - Women,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%) - Women,13.9,12.9,13.2,na,Madhya Pradesh
3644,106.,Hypertension among Adults (age 15 years and above) - Women,Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%) - Women,5.2,5.2,5.2,na,Madhya Pradesh
3645,107.,Hypertension among Adults (age 15 years and above) - Women,Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%) - Women,22.5,19.9,20.6,na,Madhya Pradesh
3646,108.,Hypertension among Adults (age 15 years and above) - Men,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%) - Men,17.9,15.3,16.0,na,Madhya Pradesh
3647,109.,Hypertension among Adults (age 15 years and above) - Men,Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%) - Men,5.9,5.1,5.3,na,Madhya Pradesh
3648,110.,Hypertension among Adults (age 15 years and above) - Men,Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%) - Men,25.9,21.5,22.7,na,Madhya Pradesh
3649,111.,Screening for Cancer among Adults (age 30-49 years) - Women,Ever undergone a screening test for cervical cancer (%) - Women,1.1,0.7,0.8,na,Madhya Pradesh
3650,112.,Screening for Cancer among Adults (age 30-49 years) - Women,Ever undergone a breast examination for breast cancer (%) - Women,0.8,0.4,0.5,na,Madhya Pradesh
3651,113.,Screening for Cancer among Adults (age 30-49 years) - Women,Ever undergone an oral cavity examination for oral cancer (%) - Women,0.9,0.6,0.7,na,Madhya Pradesh
3652,114.,Screening for Cancer among Adults (age 30-49 years) - Men,Ever undergone an oral cavity examination for oral cancer (%) - Men,0.9,0.8,0.9,na,Madhya Pradesh
3653,115.,Knowledge of HIV/AIDS among Adults (age 15-49 years),Women who have comprehensive knowledge24 of HIV/AIDS (%),26.7,16.0,18.7,18.1,Madhya Pradesh
3654,116.,Knowledge of HIV/AIDS among Adults (age 15-49 years),Men who have comprehensive knowledge24 of HIV/AIDS (%),29.7,25.0,26.3,29.3,Madhya Pradesh
3655,117.,Knowledge of HIV/AIDS among Adults (age 15-49 years),Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),75.3,61.5,65.1,46.8,Madhya Pradesh
3656,118.,Knowledge of HIV/AIDS among Adults (age 15-49 years),Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),84.2,76.4,78.5,70.1,Madhya Pradesh
3657,119.,Women's Empowerment (women age 15-49 years),Currently married women who usually participate in three household decisions (%),91.7,84.1,86.0,82.8,Madhya Pradesh
3658,120.,Women's Empowerment (women age 15-49 years),Women who worked in the last 12 months and were paid in cash (%),23.2,28.0,26.8,29.9,Madhya Pradesh
3659,121.,Women's Empowerment (women age 15-49 years),Women owning a house and/or land (alone or jointly with others) (%),35.8,41.3,39.9,43.5,Madhya Pradesh
3660,122.,Women's Empowerment (women age 15-49 years),Women having a bank or savings account that they themselves use (%),78.5,73.3,74.7,37.3,Madhya Pradesh
3661,123.,Women's Empowerment (women age 15-49 years),Women having a mobile phone that they themselves use (%),58.8,31.4,38.5,28.7,Madhya Pradesh
3662,124.,Women's Empowerment (women age 15-49 years),Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),81.9,53.4,60.5,37.6,Madhya Pradesh
3663,125.,Gender Based Violence (age 18-49 years),Ever-married women age 18-49 years who have ever experienced spousal violence (%),26.4,28.7,28.1,33.0,Madhya Pradesh
3664,126.,Gender Based Violence (age 18-49 years),Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%),2.8,2.1,2.3,3.3,Madhya Pradesh
3665,127.,Gender Based Violence (age 18-49 years),Young women age 18-29 years who experienced sexual violence by age (%),0.5,1.2,1.0,1.9,Madhya Pradesh
3666,128.,Tobacco Use and Alcohol Consumption among Adults (age 15 years and above),Women age 15 years and above who use any kind of tobacco (%),6.5,11.6,10.2,na,Madhya Pradesh
3667,129.,Tobacco Use and Alcohol Consumption among Adults (age 15 years and above),Men age 15 years and above who use any kind of tobacco (%),35.3,50.8,46.5,na,Madhya Pradesh
3668,130.,Tobacco Use and Alcohol Consumption among Adults (age 15 years and above),Women age 15 years and above who consume alcohol (%),0.5,1.2,1.0,na,Madhya Pradesh
3669,131.,Tobacco Use and Alcohol Consumption among Adults (age 15 years and above),Men age 15 years and above who consume alcohol (%),13.2,18.6,17.1,na,Madhya Pradesh
3670,1.,Population and Household Profile,Female population age 6 years and above who ever attended school (%),83.1,69.1,71.5,67.8,Odisha
3671,2.,Population and Household Profile,Population below age 15 years (%),22.0,25.6,24.9,26.6,Odisha
3672,3.,Population and Household Profile,"Sex ratio of the total population (females per 1,000 males)","1,010","1,074","1,063","1,036",Odisha
3673,4.,Population and Household Profile,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",950,885,894,932,Odisha
3674,5.,Population and Household Profile,Children under age 5 years whose birth was registered with the civil authority (%),95.2,90.0,90.8,82.1,Odisha
3675,6.,Population and Household Profile,Deaths in the last 3 years registered with the civil authority (%),80.1,67.8,69.8,na,Odisha
3676,7.,Population and Household Profile,Population living in households with electricity (%),99.1,96.6,97.0,86.6,Odisha
3677,8.,Population and Household Profile,Population living in households with an improved drinking-water source (%),97.3,89.8,91.1,89.1,Odisha
3678,9.,Population and Household Profile,Population living in households that use an improved sanitation facility (%),72.3,58.0,60.5,30.0,Odisha
3679,10.,Population and Household Profile,Households using clean fuel for cooking (%),76.9,26.1,34.7,19.2,Odisha
3680,11.,Population and Household Profile,Households using iodized salt (%),99.5,97.7,98.0,93.0,Odisha
3681,12.,Population and Household Profile,Households with any usual member covered under a health insurance/financing scheme (%),29.5,51.7,47.9,47.7,Odisha
3682,13.,Population and Household Profile,Children age 5 years who attended pre-primary school during the school year 2019 - 20 (%),8.5,11.2,10.8,na,Odisha
3683,14.,Characteristics of Adults (age 15-49 years),Women who are literate (%),81.9,66.7,69.5,na,Odisha
3684,15.,Characteristics of Adults (age 15-49 years),Men who are literate (%),88.8,83.4,84.6,na,Odisha
3685,16.,Characteristics of Adults (age 15-49 years),Women with 10 or more years of schooling (%),47.9,29.6,33.0,26.7,Odisha
3686,17.,Characteristics of Adults (age 15-49 years),Men with 10 or more years of schooling (%),46.0,36.6,38.6,37.1,Odisha
3687,18.,Characteristics of Adults (age 15-49 years),Women who have ever used the internet (%),39.7,21.3,24.9,na,Odisha
3688,19.,Characteristics of Adults (age 15-49 years),Men who have ever used the internet (%),64.2,47.2,50.7,na,Odisha
3689,20.,Marriage and Fertility,Women age 20-24 years married before age 18 years (%),14.5,21.7,20.5,21.3,Odisha
3690,21.,Marriage and Fertility,Men age 25-29 years married before age 21 years (%),7.8,14.8,13.3,11.0,Odisha
3691,22.,Marriage and Fertility,Total fertility rate (children per woman),1.5,1.9,1.8,2.1,Odisha
3692,23.,Marriage and Fertility,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.1,7.9,7.6,7.6,Odisha
3693,24.,Marriage and Fertility,Adolescent fertility rate for women age 15-19 years,27,43,40,46,Odisha
3694,25.,"Infant and Child Mortality Rates (per 1,000 live births)",Neonatal mortality rate (NNMR),24.6,27.5,27.0,28.2,Odisha
3695,26.,"Infant and Child Mortality Rates (per 1,000 live births)",Infant mortality rate (IMR),31.2,37.2,36.3,39.6,Odisha
